"id","symbol","period","interval","start_at","open_time","volume","open","high","low","close","turnover","year","month","day","hour","weekday","shifted"
4980417,"BTCUSDT",240,240,1603713600,1603713600,768.689,0.190060634362391,0.189658043542793,0.190803055326177,12987.999999999978,9983732.732,2020,10,26,20,0,13002.000000000018
4984008,"BTCUSDT",240,240,1603728000,1603728000,786.62,0.188075971718557,0.18737736846297,0.188303645157485,13002.000000000018,1.022763324E7,2020,10,27,0,1,13055.000000000016
4987572,"BTCUSDT",240,240,1603742400,1603742400,749.407,0.188280275226011,0.187594575613429,0.191223310133302,13055.000000000016,9783508.385,2020,10,27,4,1,13084.999999999993
4991188,"BTCUSDT",240,240,1603756800,1603756800,758.901,0.189053709932799,0.188246197064807,0.19249144744603,13084.999999999993,9930219.585,2020,10,27,8,1,13131.500000000002
4994725,"BTCUSDT",240,240,1603771200,1603771200,807.204,0.189491503163056,0.188753013749213,0.192402972749794,13131.500000000002,1.0599799326E7,2020,10,27,12,1,13445.500000000007
4998228,"BTCUSDT",240,240,1603785600,1603785600,840.997,0.190170082669955,0.194067348697119,0.192734752860682,13445.500000000007,1.13076251635E7,2020,10,27,16,1,13612.999999999969
5001720,"BTCUSDT",240,240,1603800000,1603800000,889.157,0.194752318479982,0.195674681610519,0.196819334670284,13612.999999999969,1.2104094241E7,2020,10,27,20,1,13668.000000000007
5005223,"BTCUSDT",240,240,1603814400,1603814400,745.572,0.197196664015585,0.197245813332175,0.199547304470921,13668.000000000007,1.0190478096E7,2020,10,28,0,2,13647.999999999998
5008709,"BTCUSDT",240,240,1603828800,1603828800,798.355,0.197999284937724,0.198034999312177,0.20014450867052,13647.999999999998,1.089594904E7,2020,10,28,4,2,13763.500000000013
5012172,"BTCUSDT",240,240,1603843200,1603843200,717.808,0.197707422784219,0.199128275302823,0.200520526129527,13763.500000000013,9879550.408,2020,10,28,8,2,13677.500000000018
5015652,"BTCUSDT",240,240,1603857600,1603857600,872.897,0.19939292672071,0.19855629647328,0.200210864692698,13677.500000000018,1.19390487175E7,2020,10,28,12,2,13335.500000000002
5019111,"BTCUSDT",240,240,1603872000,1603872000,941.796,0.198137919460639,0.196912762368137,0.196635012386457,13335.500000000002,1.2559320558E7,2020,10,28,16,2,13203.999999999984
5022508,"BTCUSDT",240,240,1603886400,1603886400,816.125,0.193147076635705,0.191888036954177,0.190250088474696,13203.999999999984,1.07761145E7,2020,10,28,20,2,13137.999999999995
5026042,"BTCUSDT",240,240,1603900800,1603900800,694.463,0.19122808297641,0.190114178558758,0.191732039636664,13137.999999999995,9123854.894,2020,10,29,0,3,13276.99999999999
5029599,"BTCUSDT",240,240,1603915200,1603915200,657.466,0.190264937869844,0.190867163347017,0.193221363689985,13276.99999999999,8729176.082,2020,10,29,4,3,13268.999999999987
5033081,"BTCUSDT",240,240,1603929600,1603929600,1051.592,0.192293379836703,0.190809241440228,0.194342043175652,13268.999999999987,1.3953574248E7,2020,10,29,8,3,13137.000000000013
5036574,"BTCUSDT",240,240,1603944000,1603944000,837.531,0.192176634975301,0.191214694787752,0.193567889583579,13137.000000000013,1.1002644747E7,2020,10,29,12,3,13061.999999999969
5040059,"BTCUSDT",240,240,1603958400,1603958400,882.051,0.190250344762169,0.189824569024812,0.192557803468208,13061.999999999969,1.1521350162E7,2020,10,29,16,3,13435.999999999995
5043577,"BTCUSDT",240,240,1603972800,1603972800,801.428,0.189155861686525,0.193488129629227,0.191422378199835,13435.999999999995,1.0767986608E7,2020,10,29,20,3,13480.499999999967
5047111,"BTCUSDT",240,240,1603987200,1603987200,785.184,0.194613683957067,0.195790525424097,0.197718827415359,13480.499999999967,1.0584672912E7,2020,10,30,0,4,13422.499999999982
5050562,"BTCUSDT",240,240,1604001600,1604001600,1353.767,0.195263077248615,0.194668288480057,0.197674590067241,13422.499999999982,1.81709375575E7,2020,10,30,4,4,13427.499999999965
5054049,"BTCUSDT",240,240,1604016000,1604016000,789.59,0.194416677003451,0.196051174004648,0.196870944909756,13427.499999999965,1.0602219725E7,2020,10,30,8,4,13206.499999999976
5057508,"BTCUSDT",240,240,1604030400,1604030400,664.767,0.194489642541827,0.194002186551981,0.193501533561401,13206.499999999976,8779245.3855,2020,10,30,12,4,13321.000000000007
5061020,"BTCUSDT",240,240,1604044800,1604044800,811.35,0.191264565745598,0.191851835762433,0.194106110652353,13321.000000000007,1.080799335E7,2020,10,30,16,4,13506.50000000001
5064488,"BTCUSDT",240,240,1604059200,1604059200,653.987,0.192935476574414,0.194132510842257,0.195226790138021,13506.50000000001,8833075.4155,2020,10,30,20,4,13521.500000000033
5068023,"BTCUSDT",240,240,1604073600,1604073600,838.087,0.195642498048172,0.195008579682443,0.198323404506311,13521.500000000033,1.13321933705E7,2020,10,31,0,5,13557.499999999976
5071518,"BTCUSDT",240,240,1604088000,1604088000,823.08,0.195861394663301,0.196456627352172,0.198706794856671,13557.499999999976,1.11589071E7,2020,10,31,4,5,13497.999999999982
5074966,"BTCUSDT",240,240,1604102400,1604102400,894.2,0.196386746539609,0.197224092617129,0.197866285242421,13497.999999999982,1.20699116E7,2020,10,31,8,5,13577.000000000025
5078421,"BTCUSDT",240,240,1604116800,1604116800,747.271,0.195518456632932,0.195196825879508,0.198515099681491,13577.000000000025,1.0145698367E7,2020,10,31,12,5,13909.999999999987
5081947,"BTCUSDT",240,240,1604131200,1604131200,879.587,0.196671312139277,0.202936640674211,0.199525185796862,13909.999999999987,1.223505517E7,2020,10,31,16,5,13847.499999999975
5085542,"BTCUSDT",240,240,1604145600,1604145600,611.363,0.201530816995133,0.200047785573101,0.202835614014392,13847.499999999975,8465849.1425,2020,10,31,20,5,13785.00000000003
5089127,"BTCUSDT",240,240,1604160000,1604160000,661.952,0.20061874776543,0.199512007935301,0.202024595965554,13785.00000000003,9125008.32,2020,11,1,0,6,13807.999999999985
5092744,"BTCUSDT",240,240,1604174400,1604174400,543.977,0.199706678535728,0.199280320308145,0.202695529078683,13807.999999999985,7511234.416,2020,11,1,4,6,13667.000000000022
5096332,"BTCUSDT",240,240,1604188800,1604188800,810.612,0.200042320012258,0.19925135935475,0.20100713695883,13667.000000000022,1.1078634204E7,2020,11,1,8,6,13771.999999999973
5099846,"BTCUSDT",240,240,1604203200,1604203200,683.701,0.197984691830049,0.197991557882085,0.20100713695883,13771.999999999973,9415930.172,2020,11,1,12,6,13675.000000000025
5103345,"BTCUSDT",240,240,1604217600,1604217600,752.918,0.199516968135949,0.198266686939334,0.201641205615194,13675.000000000025,1.029615365E7,2020,11,1,16,6,13806.499999999976
5106891,"BTCUSDT",240,240,1604232000,1604232000,703.333,0.198101436691451,0.198809704815483,0.201641205615194,13806.499999999976,9710567.0645,2020,11,1,20,6,13776.5
5110425,"BTCUSDT",240,240,1604246400,1604246400,1206.439,0.200020430350745,0.198795224338785,0.202997817624159,13776.5,1.66205068835E7,2020,11,2,0,0,13737.999999999995
5113859,"BTCUSDT",240,240,1604260800,1604260800,1006.019,0.199582637120488,0.199034152204291,0.201191459242657,13737.999999999995,1.3820689022E7,2020,11,2,4,0,13672.500000000033
5117344,"BTCUSDT",240,240,1604275200,1604275200,686.893,0.199020802474991,0.19866490004851,0.201405273091896,13672.500000000033,9391544.5425,2020,11,2,8,0,13708.499999999978
5120907,"BTCUSDT",240,240,1604289600,1604289600,625.154,0.198064953922263,0.197470260720983,0.201442137548661,13708.499999999978,8569923.609,2020,11,2,12,0,13398.999999999998
5124376,"BTCUSDT",240,240,1604304000,1604304000,740.106,0.198590305798571,0.19705756713511,0.197210097911997,13398.999999999998,9916680.294,2020,11,2,16,0,13497.500000000024
5127873,"BTCUSDT",240,240,1604318400,1604318400,820.601,0.194073738973083,0.1944366008529,0.1950572136369,13497.500000000024,1.10760619975E7,2020,11,2,20,0,13512.000000000022
5131393,"BTCUSDT",240,240,1604332800,1604332800,567.733,0.195511160079095,0.194443841091249,0.198021115960835,13512.000000000022,7671208.296,2020,11,3,0,1,13533.999999999995
5134905,"BTCUSDT",240,240,1604347200,1604347200,792.157,0.195722760140386,0.196775197839513,0.199237643034092,13533.999999999995,1.0721052838E7,2020,11,3,4,1,13363.99999999997
5138432,"BTCUSDT",240,240,1604361600,1604361600,985.704,0.196043808509241,0.195841207092537,0.19666450395187,13363.99999999997,1.3172948256E7,2020,11,3,8,1,13407.999999999985
5141907,"BTCUSDT",240,240,1604376000,1604376000,875.692,0.193562980204449,0.193285402955465,0.195971452164681,13407.999999999985,1.1741278336E7,2020,11,3,12,1,13511.499999999996
5145374,"BTCUSDT",240,240,1604390400,1604390400,880.063,0.19420507694216,0.195109943019324,0.197475522000708,13511.499999999996,1.18909712245E7,2020,11,3,16,1,13709.50000000003
5148806,"BTCUSDT",240,240,1604404800,1604404800,761.251,0.195715463586548,0.19812912241071,0.198426624985254,13709.50000000003,1.04363705845E7,2020,11,3,20,1,13733.000000000011
5152252,"BTCUSDT",240,240,1604419200,1604419200,853.436,0.198604898906247,0.197745389778232,0.201773917659549,13733.000000000011,1.1720236588E7,2020,11,4,0,2,14002.000000000018
5155800,"BTCUSDT",240,240,1604433600,1604433600,852.367,0.198947836936615,0.201966448735492,0.201427391765955,14002.000000000018,1.1934842734E7,2020,11,4,4,2,13920.000000000024
5159244,"BTCUSDT",240,240,1604448000,1604448000,737.511,0.202873382901256,0.201314827284114,0.201869765247139,13920.000000000024,1.026615312E7,2020,11,4,8,2,13567.500000000015
5162756,"BTCUSDT",240,240,1604462400,1604462400,1742.536,0.201676748071886,0.200120187956588,0.199554677362274,13567.500000000015,2.364185718E7,2020,11,4,12,2,13702.50000000001
5166253,"BTCUSDT",240,240,1604476800,1604476800,987.661,0.196532677616362,0.197260293808872,0.199746372537454,13702.50000000001,1.35334248525E7,2020,11,4,16,2,13903.499999999993
5169705,"BTCUSDT",240,240,1604491200,1604491200,829.561,0.19850274715252,0.199895740567779,0.201766544768196,13903.499999999993,1.15338013635E7,2020,11,4,20,2,14068.999999999989
5173196,"BTCUSDT",240,240,1604505600,1604505600,901.509,0.201435961795244,0.204840823359905,0.204435531438009,14068.999999999989,1.2683330121E7,2020,11,5,0,3,14140.000000000031
5176705,"BTCUSDT",240,240,1604520000,1604520000,772.945,0.203851121115497,0.204406409058986,0.205607821163147,14140.000000000031,1.09294423E7,2020,11,5,4,3,14329.499999999969
5180215,"BTCUSDT",240,240,1604534400,1604534400,780.505,0.20488723176044,0.206100624832569,0.207686976524714,14329.499999999969,1.11842463975E7,2020,11,5,8,3,14471.499999999982
5183672,"BTCUSDT",240,240,1604548800,1604548800,906.454,0.207652625664898,0.208460942534228,0.209832487908458,14471.499999999982,1.3117749061E7,2020,11,5,12,3,14726.500000000018
5187172,"BTCUSDT",240,240,1604563200,1604563200,685.379,0.209724846954783,0.211871094796441,0.212066473988439,14726.500000000018,1.00932338435E7,2020,11,5,16,3,15124.499999999984
5190724,"BTCUSDT",240,240,1604577600,1604577600,933.001,0.213446089411971,0.217960135247652,0.217139023239354,15124.499999999984,1.41111736245E7,2020,11,5,20,3,15133.999999999996
5194246,"BTCUSDT",240,240,1604592000,1604592000,799.517,0.219254146266718,0.22021908961243,0.223015217647753,15133.999999999996,1.2099890278E7,2020,11,6,0,4,15600.500000000011
5197719,"BTCUSDT",240,240,1604606400,1604606400,1206.582,0.219392780789633,0.226974231991717,0.222189453816209,15600.500000000011,1.8823282491E7,2020,11,6,4,4,15599.000000000002
5201268,"BTCUSDT",240,240,1604620800,1604620800,823.415,0.226200465520135,0.229877567569524,0.230012091541819,15599.000000000002,1.2844450585E7,2020,11,6,8,4,15672.999999999995
5204784,"BTCUSDT",240,240,1604635200,1604635200,336.056,0.226178575858622,0.225540664798685,0.230012091541819,15672.999999999995,5267005.688,2020,11,6,12,4,15424.500000000018
5208309,"BTCUSDT",240,240,1604649600,1604649600,470.961,0.22725846582659,0.22572891099575,0.225588356729975,15424.500000000018,7264337.9445,2020,11,6,16,4,15377.000000000027
5211869,"BTCUSDT",240,240,1604664000,1604664000,422.444,0.223632078569292,0.225808553617585,0.226399374778813,15377.000000000027,6495921.388,2020,11,6,20,4,15377.000000000027
5215446,"BTCUSDT",240,240,1604678400,1604678400,84.537,0.222938905954718,0.221218242504543,0.226716409106995,15377.000000000027,1299925.449,2020,11,7,0,5,15349.000000000018
5219120,"BTCUSDT",240,240,1604692800,1604692800,101.47,0.222938905954718,0.221218242504543,0.226325645865283,15349.000000000018,1557463.03,2020,11,7,4,5,15502.500000000011
5222698,"BTCUSDT",240,240,1604707200,1604707200,460.44,0.222530298939811,0.225880956001072,0.226192933820927,15502.500000000011,7137971.1,2020,11,7,8,5,15426.000000000027
5226335,"BTCUSDT",240,240,1604721600,1604721600,519.077,0.224770340967961,0.224555992383269,0.227379969328772,15426.000000000027,8007281.802,2020,11,7,12,5,15496.499999999975
5229902,"BTCUSDT",240,240,1604736000,1604736000,305.616,0.223653968230805,0.22369440401978,0.227011324761118,15496.499999999975,4735978.344,2020,11,7,16,5,15323.5
5233446,"BTCUSDT",240,240,1604750400,1604750400,508.922,0.224682782321909,0.22294865946987,0.224128524242067,15323.5,7798466.267,2020,11,7,20,5,14627.000000000011
5237025,"BTCUSDT",240,240,1604764800,1604764800,1231.072,0.222158174694092,0.221652656805462,0.214536392591719,14627.000000000011,1.8006890144E7,2020,11,8,0,6,14868.99999999999
5240543,"BTCUSDT",240,240,1604779200,1604779200,665.856,0.211994075198284,0.214919235141221,0.212036982423027,14868.99999999999,9900612.864,2020,11,8,4,6,15010.49999999998
5244045,"BTCUSDT",240,240,1604793600,1604793600,355.693,0.215525607255693,0.21663517162985,0.219240297274979,15010.49999999998,5339129.7765,2020,11,8,8,6,14965.499999999982
5247645,"BTCUSDT",240,240,1604808000,1604808000,693.115,0.21759053199174,0.216490366862877,0.220670638197476,14965.499999999982,1.03728125325E7,2020,11,8,12,6,15130.50000000002
5251165,"BTCUSDT",240,240,1604822400,1604822400,727.698,0.216933842146354,0.217648804998661,0.220670638197476,15130.50000000002,1.1010434589E7,2020,11,8,16,6,15333.49999999997
5254751,"BTCUSDT",240,240,1604836800,1604836800,289.132,0.21934170491277,0.220588341768211,0.22310369234399,15333.49999999997,4433405.522,2020,11,8,20,6,15288.499999999973
5258356,"BTCUSDT",240,240,1604851200,1604851200,739.482,0.222304105770844,0.224078136652259,0.225411407337501,15288.499999999973,1.1305570557E7,2020,11,9,0,0,15288.499999999973
5261908,"BTCUSDT",240,240,1604865600,1604865600,130.826,0.221647415925458,0.219936720316833,0.225433526011561,15288.499999999973,2000133.301,2020,11,9,4,0,15467.000000000024
5265549,"BTCUSDT",240,240,1604880000,1604880000,370.645,0.221647415925458,0.223259989718862,0.225433526011561,15467.000000000024,5732766.215,2020,11,9,8,0,15310.500000000013
5269140,"BTCUSDT",240,240,1604894400,1604894400,219.206,0.22425228564549,0.222601128029135,0.225662085643506,15310.500000000013,3356153.463,2020,11,9,12,0,15811.000000000005
5272667,"BTCUSDT",240,240,1604908800,1604908800,596.51,0.221968464294314,0.227502769391168,0.223796744131178,15811.000000000005,9431419.61,2020,11,9,16,0,15002.00000000002
5276280,"BTCUSDT",240,240,1604923200,1604923200,219.172,0.229272314685774,0.227502769391168,0.220670638197476,15002.00000000002,3288018.344,2020,11,9,20,0,15411.000000000005
5279903,"BTCUSDT",240,240,1604937600,1604937600,83.075,0.217466490576501,0.221782981095738,0.218628347292674,15411.000000000005,1280268.825,2020,11,10,0,1,15418.000000000024
5283505,"BTCUSDT",240,240,1604952000,1604952000,3.54,0.223435071615676,0.221855383479224,0.226546832605875,15418.000000000024,54579.72,2020,11,10,4,1,15288.999999999998
5286914,"BTCUSDT",240,240,1604966400,1604966400,138.304,0.223537223369403,0.221811942049132,0.224268609177775,15288.999999999998,2114529.856,2020,11,10,8,1,15275.00000000003
5290868,"BTCUSDT",240,240,1604980800,1604980800,19.031,0.221654712479296,0.221891584670967,0.225101745900672,15275.00000000003,290698.525,2020,11,10,12,1,15253.500000000013
5294497,"BTCUSDT",240,240,1604995200,1604995200,2.934,0.221450408971843,0.22214499301317,0.223885218827415,15253.500000000013,44753.769,2020,11,10,16,1,15190.000000000016
5298149,"BTCUSDT",240,240,1605009600,1605009600,618.856,0.221136657156825,0.221080677975919,0.222757166450395,15190.000000000016,9400422.64,2020,11,10,20,1,15309.999999999989
5301635,"BTCUSDT",240,240,1605024000,1605024000,817.01,0.220209994819447,0.220248050565825,0.223074200778577,15309.999999999989,1.25084231E7,2020,11,11,0,2,15287.000000000031
5305166,"BTCUSDT",240,240,1605038400,1605038400,668.751,0.221961167740476,0.221486131323443,0.224961660964964,15287.000000000031,1.0223196537E7,2020,11,11,4,2,15419.499999999965
5308689,"BTCUSDT",240,240,1605052800,1605052800,705.041,0.221625526263946,0.22284005589464,0.225411407337501,15419.499999999965,1.08713796995E7,2020,11,11,8,2,15411.000000000005
5312240,"BTCUSDT",240,240,1605067200,1605067200,857.976,0.223559113030915,0.222369440401978,0.226192933820927,15411.000000000005,1.3222268136E7,2020,11,11,12,2,15592.50000000001
5315774,"BTCUSDT",240,240,1605081600,1605081600,970.199,0.223435071615676,0.225707190280704,0.226694290432936,15592.50000000001,1.51278279075E7,2020,11,11,16,2,15673.999999999976
5319221,"BTCUSDT",240,240,1605096000,1605096000,638.613,0.226083720658733,0.225707190280704,0.229267429515159,15673.999999999976,1.0009620162E7,2020,11,11,20,2,15780.500000000005
5322750,"BTCUSDT",240,240,1605110400,1605110400,644.147,0.227273058934265,0.229761723755946,0.231066415005308,15780.500000000005,1.01649617335E7,2020,11,12,0,3,15693.0
5326289,"BTCUSDT",240,240,1605124800,1605124800,726.621,0.228827224901679,0.228212312749336,0.230240651173764,15693.0,1.1402863353E7,2020,11,12,4,3,15609.499999999996
5329837,"BTCUSDT",240,240,1605139200,1605139200,804.879,0.227550327980095,0.225794073140888,0.228132004246785,15609.499999999996,1.25637587505E7,2020,11,12,8,3,15849.500000000011
5333294,"BTCUSDT",240,240,1605153600,1605153600,743.251,0.226331803489212,0.228733609910438,0.229872006606111,15849.500000000011,1.17801567245E7,2020,11,12,12,3,15783.500000000022
5336810,"BTCUSDT",240,240,1605168000,1605168000,2472.778,0.229834149331271,0.232563695996872,0.230719889111714,15783.500000000022,3.9029091563E7,2020,11,12,16,3,16146.000000000002
5340202,"BTCUSDT",240,240,1605182400,1605182400,1081.519,0.228871004224705,0.232404410753202,0.232445145688333,16146.000000000002,1.7462205774E7,2020,11,12,20,3,16041.999999999965
5343617,"BTCUSDT",240,240,1605196800,1605196800,1041.485,0.234161005756981,0.232563695996872,0.234376843222838,16041.999999999965,1.670750237E7,2020,11,13,0,4,16297.999999999985
5347014,"BTCUSDT",240,240,1605211200,1605211200,827.595,0.232643322558755,0.234771968693209,0.236544473280642,16297.999999999985,1.348814331E7,2020,11,13,4,4,16442.000000000036
5350434,"BTCUSDT",240,240,1605225600,1605225600,810.98,0.236379158123618,0.236871637814317,0.240164562935001,16442.000000000036,1.333413316E7,2020,11,13,8,4,16281.99999999998
5353993,"BTCUSDT",240,240,1605240000,1605240000,688.309,0.238480565628854,0.23663995018716,0.238704730447092,16281.99999999998,1.1207047138E7,2020,11,13,12,4,16207.000000000005
5357446,"BTCUSDT",240,240,1605254400,1605254400,861.833,0.236145668400814,0.235228103709174,0.237178541937006,16207.000000000005,1.3967727431E7,2020,11,13,16,4,16089.0
5360947,"BTCUSDT",240,240,1605268800,1605268800,656.777,0.235051185325171,0.234518560351007,0.236846761826118,16089.0,1.0566885153E7,2020,11,13,20,4,16275.00000000003
5364535,"BTCUSDT",240,240,1605283200,1605283200,541.451,0.233329198619492,0.234786449169907,0.235291081750619,16275.00000000003,8812115.025,2020,11,14,0,5,16305.500000000031
5368084,"BTCUSDT",240,240,1605297600,1605297600,481.49,0.236043516647088,0.235010896558715,0.238343458770792,16305.500000000031,7850935.195,2020,11,14,4,5,16170.999999999993
5371601,"BTCUSDT",240,240,1605312000,1605312000,829.413,0.236488606431183,0.234670605356328,0.238446679249735,16170.999999999993,1.3412437623E7,2020,11,14,8,5,16061.500000000015
5375020,"BTCUSDT",240,240,1605326400,1605326400,687.468,0.234525833448862,0.232882266484213,0.236669812433644,16061.500000000015,1.1041767282E7,2020,11,14,12,5,15898.999999999967
5378483,"BTCUSDT",240,240,1605340800,1605340800,710.538,0.232927888158423,0.232049639074118,0.232386162557509,15898.999999999967,1.1296843662E7,2020,11,14,16,5,15920.499999999984
5381929,"BTCUSDT",240,240,1605355200,1605355200,669.069,0.230556508161195,0.230920161891729,0.233226672171759,15920.499999999984,1.06519130145E7,2020,11,14,20,5,15864.999999999989
5385506,"BTCUSDT",240,240,1605369600,1605369600,680.933,0.230870259976213,0.2305436694976,0.231508788486493,15864.999999999989,1.0803002045E7,2020,11,15,0,6,16048.500000000027
5389034,"BTCUSDT",240,240,1605384000,1605384000,500.425,0.230060342500237,0.232006197644026,0.233506842043176,16048.500000000027,8031070.6125,2020,11,15,4,6,15900.00000000002
5392562,"BTCUSDT",240,240,1605398400,1605398400,647.017,0.232738177758645,0.231861392877054,0.234450572136369,15900.00000000002,1.02875703E7,2020,11,15,8,6,16045.999999999967
5396076,"BTCUSDT",240,240,1605412800,1605412800,814.558,0.230571101268871,0.231151849518886,0.234450572136369,16045.999999999967,1.3070397668E7,2020,11,15,12,6,15974.499999999967
5399569,"BTCUSDT",240,240,1605427200,1605427200,669.071,0.232701694989456,0.232295807177972,0.23517311548897,15974.499999999967,1.06880746895E7,2020,11,15,16,6,16037.500000000007
5403115,"BTCUSDT",240,240,1605441600,1605441600,700.426,0.231658287790676,0.231441459052832,0.235254217293854,16037.500000000007,1.1233081975E7,2020,11,15,20,6,15876.000000000011
5406638,"BTCUSDT",240,240,1605456000,1605456000,1000.606,0.232577653574217,0.231267693332464,0.234096673351421,15876.000000000011,1.5885620856E7,2020,11,16,0,0,15956.499999999996
5410128,"BTCUSDT",240,240,1605470400,1605470400,1027.052,0.230220866684665,0.230420585445673,0.232946502300342,15956.499999999996,1.6388155238E7,2020,11,16,4,0,15991.0
5413600,"BTCUSDT",240,240,1605484800,1605484800,1095.156,0.231395611852522,0.230645032834481,0.234022944437891,15991.0,1.7512639596E7,2020,11,16,8,0,16215.99999999999
5417073,"BTCUSDT",240,240,1605499200,1605499200,924.752,0.231899074067318,0.234120347241831,0.235453285360387,16215.99999999999,1.4995778432E7,2020,11,16,12,0,16248.000000000002
5420567,"BTCUSDT",240,240,1605513600,1605513600,1066.281,0.235182523294248,0.235923166590644,0.23867523888168,16248.000000000002,1.7324933688E7,2020,11,16,16,0,16439.00000000002
5424186,"BTCUSDT",240,240,1605528000,1605528000,1010.012,0.235649502739856,0.23690783900606,0.239501002713224,16439.00000000002,1.6603587268E7,2020,11,16,20,0,16792.50000000001
5427741,"BTCUSDT",240,240,1605542400,1605542400,1593.318,0.238436786305828,0.242642107778188,0.242147870708977,16792.50000000001,2.6755792515E7,2020,11,17,0,1,16714.999999999975
5431363,"BTCUSDT",240,240,1605556800,1605556800,1029.624,0.243595449869027,0.243156164700942,0.245237112185915,16714.999999999975,1.721016516E7,2020,11,17,4,1,16590.00000000002
5434892,"BTCUSDT",240,240,1605571200,1605571200,1064.578,0.242464484024195,0.242388699435985,0.244617789312257,16590.00000000002,1.766134902E7,2020,11,17,8,1,16747.50000000001
5438549,"BTCUSDT",240,240,1605585600,1605585600,1666.202,0.24064034556479,0.241490909880753,0.244359738114899,16747.50000000001,2.7904717995E7,2020,11,17,12,1,16994.00000000002
5442081,"BTCUSDT",240,240,1605600000,1605600000,1133.504,0.242938760023641,0.244814179282782,0.245642621210334,16994.00000000002,1.9262766976E7,2020,11,17,16,1,17324.00000000003
5445643,"BTCUSDT",240,240,1605614400,1605614400,1072.954,0.246535961065589,0.24958549635454,0.249528134953403,17324.00000000003,1.8587855096E7,2020,11,17,20,1,17710.999999999975
5449189,"BTCUSDT",240,240,1605628800,1605628800,1150.697,0.25135168659842,0.25733979162594,0.254843989618969,17710.999999999975,2.0379994567E7,2020,11,18,0,2,17662.500000000004
