"id","symbol","period","interval","start_at","open_time","volume","open","high","low","close","turnover","shifted"
3765519,"BTCUSDT",240,240,1582012800,1582012800,0.0,0.138634522914827,0.137564528624282,0.141552141087649,9599.999999999978,0.0,9599.999999999978
3773970,"BTCUSDT",240,240,1582156800,1582156800,991.401,0.138678302237853,0.138245111029055,0.14040197003657,9568.499999999993,9486220.4685,9603.99999999998
3778689,"BTCUSDT",240,240,1582243200,1582243200,544.976,0.138671005684015,0.138961894625571,0.141323581455704,9689.999999999975,5280817.44,9676.999999999987
3782772,"BTCUSDT",240,240,1582315200,1582315200,708.129,0.139845750851873,0.139041537247406,0.141692226023357,9680.500000000031,6855042.7845,9671.499999999976
3790773,"BTCUSDT",240,240,1582459200,1582459200,64.08,0.14206390321851,0.142060716638792,0.145017400023593,9910.500000000007,635064.84,9899.499999999987
3797965,"BTCUSDT",240,240,1582588800,1582588800,205.96,0.139648743898257,0.138636083899882,0.141227733868114,9587.500000000016,1974641.5,9534.500000000015
3801172,"BTCUSDT",240,240,1582646400,1582646400,567.885,0.13565023239524,0.135153529254183,0.137438067712634,9349.999999999995,5309724.75,9349.000000000013
3805938,"BTCUSDT",240,240,1582732800,1582732800,2723.016,0.13046238261669,0.129455461673798,0.127897546301758,8828.99999999997,2.4041508264E7,8793.499999999984
3809160,"BTCUSDT",240,240,1582790400,1582790400,488.62,0.127259195481974,0.126704171101313,0.129025598678778,8792.5,4296191.35,8850.00000000003
3809925,"BTCUSDT",240,240,1582804800,1582804800,740.535,0.126850588467067,0.12784088852205,0.129593311312965,8850.00000000003,6553734.75,8904.000000000013
3811549,"BTCUSDT",240,240,1582833600,1582833600,778.729,0.128477719972857,0.127638161848288,0.128126105933703,8800.500000000002,6853204.5645,8843.999999999993
3813165,"BTCUSDT",240,240,1582862400,1582862400,454.728,0.127602133512342,0.126805534438194,0.128494750501357,8737.500000000033,3973185.9,8574.000000000002
3816311,"BTCUSDT",240,240,1582920000,1582920000,53.238,0.123859001393642,0.125654336540759,0.126622036097676,8777.499999999978,467296.545,8777.499999999978
3818555,"BTCUSDT",240,240,1582963200,1582963200,0.0,0.126325236590758,0.125350246530116,0.129114073375015,8756.499999999987,0.0,8602.999999999995
3820302,"BTCUSDT",240,240,1582992000,1582992000,0.0,0.124085194562608,0.123127493357081,0.126850595729621,8602.999999999995,0.0,8556.499999999987
3820702,"BTCUSDT",240,240,1583006400,1583006400,14.335,0.124085194562608,0.123554667419651,0.126164916833786,8556.499999999987,122657.4275,8656.99999999998
3823455,"BTCUSDT",240,240,1583049600,1583049600,74.518,0.123297166748145,0.123598108849743,0.126054323463489,8635.500000000031,643500.189,8601.499999999985
3824957,"BTCUSDT",240,240,1583078400,1583078400,383.31,0.124063304901095,0.123105772642035,0.124837796390232,8546.999999999975,3276150.57,8573.000000000018
3826650,"BTCUSDT",240,240,1583107200,1583107200,421.9,0.123647401332351,0.12345330408277,0.126408222248437,8614.000000000015,3634246.6,8661.500000000005
3827556,"BTCUSDT",240,240,1583121600,1583121600,3.49,0.124245718747036,0.123974601243873,0.127012799339389,8661.500000000005,30228.635,8673.999999999967
3835265,"BTCUSDT",240,240,1583265600,1583265600,0.0,0.125186974192089,0.124220769347727,0.127963902323935,8678.499999999995,0.0,8798.999999999995
3835664,"BTCUSDT",240,240,1583280000,1583280000,99.3,0.125186974192089,0.12607427036498,0.127963902323935,8798.999999999995,873740.7,8828.99999999997
3844762,"BTCUSDT",240,240,1583438400,1583438400,1367.09501963,0.131556865692334,0.130541497426095,0.119308127875428,9060.99999999998,1.23872479728674E7,8981.000000000022
3845929,"BTCUSDT",240,240,1583452800,1583452800,725.94951182,0.13076883787787,0.129940557643158,0.132424501592545,8981.000000000022,6519752.56565542,20000.99999999997
3848051,"BTCUSDT",240,240,1583510400,1583510400,0.0,0.0,0.0,0.00146720537926153,100.0,0.0,100.0
3852502,"BTCUSDT",240,240,1583582400,1583582400,0.0,0.129740023786766,0.128738678077282,0.132564586528253,8990.500000000033,0.0,8700.00000000001
3852903,"BTCUSDT",240,240,1583596800,1583596800,0.26041591,0.129740023786766,0.128738678077282,0.128280936652117,8700.00000000001,2265.618417,8700.00000000001
3857952,"BTCUSDT",240,240,1583697600,1583697600,0.0,0.112396115314737,0.11152863152255,0.115039223781998,7802.000000000011,0.0,7802.000000000011
3864401,"BTCUSDT",240,240,1583798400,1583798400,1325.99,0.113716791559347,0.113418333731546,0.116145157484959,7881.999999999969,1.045145318E7,7902.500000000003
3868216,"BTCUSDT",240,240,1583870400,1583870400,0.0,0.113877315743774,0.112998399907325,0.116535920726672,7903.4999999999845,0.0,7925.000000000002
3868615,"BTCUSDT",240,240,1583884800,1583884800,3391.909,0.113877315743774,0.113917910177603,0.110585997404742,7925.000000000002,2.6880878825E7,7862.000000000031
3870052,"BTCUSDT",240,240,1583899200,1583899200,1461.185,0.114191067558792,0.113592099451914,0.11545210569777,7862.000000000031,1.148783647E7,7830.00000000002
3870821,"BTCUSDT",240,240,1583913600,1583913600,958.733,0.113271701775252,0.113324210633014,0.114471511147812,7830.00000000002,7506879.39,7766.999999999981
3871601,"BTCUSDT",240,240,1583928000,1583928000,794.055,0.112804722329644,0.112875315855398,0.114346171994809,7766.999999999981,6167425.185,7826.000000000018
3872384,"BTCUSDT",240,240,1583942400,1583942400,892.393,0.111885356546103,0.11206440916035,0.112274389524596,7826.000000000018,6983867.618,7929.000000000003
3876096,"BTCUSDT",240,240,1584028800,1584028800,4725.47,0.0878140254357867,0.0883815895219271,0.0877079155361567,6002.999999999998,2.836699641E7,4781.000000000003
3878663,"BTCUSDT",240,240,1584100800,1584100800,5359.4,0.0769348636638915,0.0840808879428311,0.0723575557390586,5186.000000000002,2.77938484E7,5355.999999999998
3883214,"BTCUSDT",240,240,1584230400,1584230400,5058.7,0.0737827524060386,0.0743282868872043,0.0747242538633951,5148.999999999999,2.60472463E7,5250.000000000003
3883739,"BTCUSDT",240,240,1584244800,1584244800,5055.81,0.0736806006523119,0.0753708812094094,0.0759186622625929,5250.000000000003,2.65430025E7,5397.000000000003
3885759,"BTCUSDT",240,240,1584302400,1584302400,5314.64,0.0757382288345215,0.0840591672277851,0.0760366285242421,5340.999999999997,2.838549224E7,5242.000000000001
3892126,"BTCUSDT",240,240,1584475200,1584475200,5046.582,0.0765408497566599,0.0779773670149221,0.0780273091895718,5299.000000000003,2.6741838018E7,5362.999999999997
3892635,"BTCUSDT",240,240,1584489600,1584489600,6257.955,0.0758695668035987,0.0764569169617064,0.0773047658369706,5362.999999999997,3.3561412665E7,5128.999999999999
3893139,"BTCUSDT",240,240,1584504000,1584504000,5508.646,0.0768035256948143,0.0767320460189549,0.0753435767370532,5128.999999999999,2.8253845334E7,5108.000000000003
3901423,"BTCUSDT",240,240,1584734400,1584734400,8657.739,0.0888063567577033,0.0906695048400993,0.083497994573552,6205.499999999997,5.37255993645E7,6249.0
3903755,"BTCUSDT",240,240,1584792000,1584792000,4377.157,0.0868435837753829,0.0885263942889,0.0891456293500059,6196.0,2.7120864772E7,6195.500000000001
3762548,"BTCUSDT",240,240,1581940800,1581940800,1758.816,0.12987865830968,0.140460623963741,0.132704671463961,9612.500000000007,1.69066188E7,9597.00000000003
3774770,"BTCUSDT",240,240,1582171200,1582171200,633.015,0.138174840023057,0.137781735774742,0.140814851952342,9603.99999999998,6079476.06,9579.500000000013
3777163,"BTCUSDT",240,240,1582214400,1582214400,1885.794,0.138408329745861,0.138512999847955,0.139170697180606,9535.499999999998,1.7981988687E7,9602.499999999969
3784332,"BTCUSDT",240,240,1582344000,1582344000,249.873,0.139677930113607,0.138599882708139,0.141168750737289,9614.000000000016,2402279.022,9633.499999999998
